S.no1,tweet_id,created_at,screen_name,name,user_description,followers_count,text,location,coordinates,geo,iso_language_code,retweet_count,favorite_count,user_created_at,entities,verified,tweet_source,in_reply_to_status_id_str,in_reply_to_user_id_str
784,1.31155E+18,10/1/2020 5:55,PIBKolkata,PIB in West Bengal,"Official Twitter account of Press Information Bureau, West Bengal, Kolkata, Government of India",7238,"#IndiaFightsCorona 

FOB Medinipur @DfpKolkata on door to door campaign on behavioral change on #COVID19 at Sadar B… https://t.co/TEM61ZyRqT","Kolkata, India",,,en,1,2,Mon Aug 03 11:56:48 +0000 2015,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}, {'text': 'COVID19', 'indices': [96, 104]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DfpKolkata', 'name': 'ROB Kolkata, MlB, Govt of India', 'id': 751313706013700096, 'id_str': '751313706013700096', 'indices': [35, 46]}], 'urls': [{'url': 'https://t.co/TEM61ZyRqT', 'expanded_url': 'https://twitter.com/i/web/status/1311545323022553088', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,Twitter Web App,,
785,1.31155E+18,10/1/2020 5:55,airnews_ranchi,AIR News Ranchi (#StayHome#StaySafe),"Official Twitter account of Regional News Unit Ranchi, All India Radio News Daily Bulletins at 08.30 Hrs, 13.10 Hrs and 19.00 Hrs",2773,"RT @MoHFW_INDIA: #IndiaFightsCorona

Maintain a good work-life balance. For psychosocial support call NIMHANS (toll free) helpline #080-461…","Ranchi, India",,,en,70,0,Fri Mar 24 10:08:36 +0000 2017,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter Web App,,
786,1.31155E+18,10/1/2020 5:54,itsPreciousSid,𝕾𝖆𝖈𝖍𝖎𝖓 𝕾𝖍𝖆𝖗𝖒𝖆✨,|| Sidharth Shukla 🌍 ||  Sidharth Shukla ❤ || Sidharth Shukla 👑 ||,1187,"RT @Asifbhamlaa: #Day18 The poor have been severely hit by the coronavirus pandemic.

Volunteers of @bhamlafoundatio doing mask, sanitizer…",Sidharth's ♥,,,en,1812,0,Sat Feb 29 12:40:16 +0000 2020,"{'hashtags': [{'text': 'Day18', 'indices': [17, 23]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Asifbhamlaa', 'name': 'Asif Bhamla', 'id': 725645855777165313, 'id_str': '725645855777165313', 'indices': [3, 15]}, {'screen_name': 'bhamlafoundatio', 'name': 'bhamlafoundation', 'id': 3226495309, 'id_str': '3226495309', 'indices': [100, 116]}], 'urls': []}",FALSE,Twitter for Android,,
787,1.31155E+18,10/1/2020 5:54,BSDhruw2,FOB BALAGHAT,Field Outreach Bureao Balaghat,79,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

📍Do not step out of the house without wearing a mask/ face cover.

It can be risky for you and ot…","Balaghat, India",,,en,16,0,Fri Apr 03 03:58:44 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
788,1.31154E+18,10/1/2020 5:53,nso_ram,Ram-NSO,,1,"RT @GoIStats: Watch our Women #DataWarrior from Coimbatore collecting data, following the #COVID19  guidelines.
#IndiaFightsCorona
@Rao_Ind…",,,,en,20,0,Mon Aug 17 13:43:40 +0000 2020,"{'hashtags': [{'text': 'DataWarrior', 'indices': [30, 42]}, {'text': 'COVID19', 'indices': [90, 98]}, {'text': 'IndiaFightsCorona', 'indices': [112, 130]}], 'symbols': [], 'user_mentions': [{'screen_name': 'GoIStats', 'name': 'Ministry of Statistics & Programme Implementation', 'id': 1112694642246598659, 'id_str': '1112694642246598659', 'indices': [3, 12]}], 'urls': []}",FALSE,Twitter for Android,,
789,1.31154E+18,10/1/2020 5:53,airnews_ranchi,AIR News Ranchi (#StayHome#StaySafe),"Official Twitter account of Regional News Unit Ranchi, All India Radio News Daily Bulletins at 08.30 Hrs, 13.10 Hrs and 19.00 Hrs",2773,"RT @MoHFW_INDIA: #IndiaFightsCorona

India's Centre-led strategies of enhanced infrastructure,  agressive and easily accessible country-wid…","Ranchi, India",,,en,75,0,Fri Mar 24 10:08:36 +0000 2017,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter Web App,,
790,1.31154E+18,10/1/2020 5:53,BSDhruw2,FOB BALAGHAT,Field Outreach Bureao Balaghat,79,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍Guidelines for Gyms🏋️‍♀️/Yoga Institutes 🧘‍♀️

➡️Areas to be disinfected 👇

↗️ Entrances to premi…","Balaghat, India",,,en,18,0,Fri Apr 03 03:58:44 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
791,1.31154E+18,10/1/2020 5:53,BSDhruw2,FOB BALAGHAT,Field Outreach Bureao Balaghat,79,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

📍Tips for helping people deal with #COVID19 
➡️How to stay calm during #COVID19Pandemic❓

📍Tips f…","Balaghat, India",,,en,16,0,Fri Apr 03 03:58:44 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [77, 85]}, {'text': 'COVID19Pandemic', 'indices': [113, 129]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
792,1.31154E+18,10/1/2020 5:53,BSDhruw2,FOB BALAGHAT,Field Outreach Bureao Balaghat,79,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

#COVID19: Safety and Prevention at Healthcare Facilities 

📍NO SPITTING 

➡️Display signage that…","Balaghat, India",,,en,13,0,Fri Apr 03 03:58:44 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [42, 50]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
793,1.31154E+18,10/1/2020 5:52,DevarshiJoshi17,Devarshi Joshi,BJP worker...since1984,182,"RT @MoHFW_INDIA: #IndiaFightsCorona

Maintain a good work-life balance. For psychosocial support call NIMHANS (toll free) helpline #080-461…",BARDOLI..SURAT...GUJARAT...IND,,,en,70,0,Thu Jul 23 12:57:26 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
794,1.31154E+18,10/1/2020 5:52,BSDhruw2,FOB BALAGHAT,Field Outreach Bureao Balaghat,79,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍How to shop groceries safely during #COVID19❓❓❓

➡️Keep distance from others- #PhysicalDistancing…","Balaghat, India",,,en,14,0,Fri Apr 03 03:58:44 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [78, 86]}, {'text': 'PhysicalDistancing', 'indices': [120, 139]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
795,1.31154E+18,10/1/2020 5:52,SohanLa67457733,Chowkidar Sohan Lal,Jai Hind Jai Bharat,7,"RT @COVIDNewsByMIB: 📢#CoronaVirusUpdates:

📍#COVID19 India Tracker
(As on 1 October, 2020, 08:00 AM)

➡️Confirmed cases: 63,12,584
➡️Recove…",,,,en,47,0,Sun Feb 24 14:44:11 +0000 2019,"{'hashtags': [{'text': 'CoronaVirusUpdates', 'indices': [21, 40]}, {'text': 'COVID19', 'indices': [44, 52]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
796,1.31154E+18,10/1/2020 5:51,PIBKolkata,PIB in West Bengal,"Official Twitter account of Press Information Bureau, West Bengal, Kolkata, Government of India",7238,"#IndiaFightsCorona 

FOB Medinipur @DfpKolkata on door to door campaign on behavioral change on #COVID19 at Sadar B… https://t.co/O7eIzRuH84","Kolkata, India",,,en,1,4,Mon Aug 03 11:56:48 +0000 2015,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}, {'text': 'COVID19', 'indices': [96, 104]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DfpKolkata', 'name': 'ROB Kolkata, MlB, Govt of India', 'id': 751313706013700096, 'id_str': '751313706013700096', 'indices': [35, 46]}], 'urls': [{'url': 'https://t.co/O7eIzRuH84', 'expanded_url': 'https://twitter.com/i/web/status/1311544234353152000', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,Twitter Web App,,
797,1.31154E+18,10/1/2020 5:51,PHO_BNCP,Public Health Office,"We strive to create an impact through physical and mental health awareness along with creating
social sensetivness on multiple health related aspects.",29,"RT @COVIDNewsByMIB: 📢#CoronaVirusUpdates:

📍#COVID19 India Tracker
(As on 1 October, 2020, 08:00 AM)

➡️Confirmed cases: 63,12,584
➡️Recove…","Mumbai, India",,,en,47,0,Wed Sep 02 12:00:54 +0000 2020,"{'hashtags': [{'text': 'CoronaVirusUpdates', 'indices': [21, 40]}, {'text': 'COVID19', 'indices': [44, 52]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
798,1.31154E+18,10/1/2020 5:51,RobinMittal88,Robin Mittal🇮🇳,IT Professional | @MyFusionHomes Resident |Social Worker|Love Being Social | Proud Indian 🇮🇳 | Love Gardening 🌱 🌳| Music 🎧🎵🎶 Lover | RT are not endorsed,533,"RT @SumitBasoyaIND: To check your Covid Report - 

Simple login to below with Mobile No# 

https://t.co/m4WZKkMeTL

#IndiaFightsCorona","Greater Noida, India",,,en,1,0,Sat Jan 26 14:53:40 +0000 2019,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [116, 134]}], 'symbols': [], 'user_mentions': [{'screen_name': 'SumitBasoyaIND', 'name': 'सुमित बैसोया🇮🇳 (भा.ज.पा)', 'id': 851658002922852352, 'id_str': '851658002922852352', 'indices': [3, 18]}], 'urls': [{'url': 'https://t.co/m4WZKkMeTL', 'expanded_url': 'https://labreports.upcovid19tracks.in/', 'display_url': 'labreports.upcovid19tracks.in', 'indices': [91, 114]}]}",FALSE,Twitter for iPhone,,
799,1.31154E+18,10/1/2020 5:49,NPGLHC,🇮🇳 Nitin Pande 🇮🇳,"Dining Card, Loyalty Program, CRM Services Specialist. Retweets are not endorsements.Tweets are personal! Staunch Modiji's Bhakt.
Proud Hindu! Nationalist!",306,"RT @DDIndialive: India's #COVID19 recovery rate improves to 83.53%; Fatality rate declines to 1.56% &amp; more

WATCH: https://t.co/lEgfTikUl1…","Bharat, Hindustan",,,en,8,0,Fri Mar 05 08:33:12 +0000 2010,"{'hashtags': [{'text': 'COVID19', 'indices': [25, 33]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DDIndialive', 'name': 'DD India', 'id': 718368960903847936, 'id_str': '718368960903847936', 'indices': [3, 15]}], 'urls': [{'url': 'https://t.co/lEgfTikUl1', 'expanded_url': 'https://youtu.be/PRxDiLxkPAY', 'display_url': 'youtu.be/PRxDiLxkPAY', 'indices': [119, 142]}]}",FALSE,Twitter for Android,,
800,1.31154E+18,10/1/2020 5:49,santjha,Santosh Jha,"Ambassador of India to Belgium, Luxembourg, and European Union. Views expressed are personal and retweets are not endorsement.",2882,"RT @MoHFW_INDIA: #IndiaFightsCorona

India's Centre-led strategies of enhanced infrastructure,  agressive and easily accessible country-wid…","Brussels, Belgium",,,en,75,0,Sat Sep 05 05:04:28 +0000 2009,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for iPhone,,
801,1.31154E+18,10/1/2020 5:48,tourismgoi,Ministry of Tourism,Official Twitter account of Ministry of Tourism (Govt. of India),191949,"RT @MoHFW_INDIA: #IndiaFightsCorona

India's Centre-led strategies of enhanced infrastructure,  agressive and easily accessible country-wid…","New Delhi, India",,,en,75,0,Sun Jan 06 16:14:33 +0000 2013,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
802,1.31154E+18,10/1/2020 5:48,RisingIndore,RisingIndore.news,"News Paper With Groundbreaking Public Interest & Investigative Reportage.
https://t.co/KeOIBLDmly",164,"RT @COVIDNewsByMIB: 📢#CoronaVirusUpdates:

📍#COVID19 India Tracker
(As on 1 October, 2020, 08:00 AM)

➡️Confirmed cases: 63,12,584
➡️Recove…",India ,,,en,47,0,Mon Jan 06 11:50:09 +0000 2020,"{'hashtags': [{'text': 'CoronaVirusUpdates', 'indices': [21, 40]}, {'text': 'COVID19', 'indices': [44, 52]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
803,1.31154E+18,10/1/2020 5:48,drmubl,DRM Hubballi,,19162,"Compilation of activities undertaken by the staff of #Hubballi Division as part of #FitIndiaFreedomRun.
#fitness… https://t.co/GN6UgVbyh3","Hubballi, India",,,en,0,12,Tue Jul 14 11:41:41 +0000 2015,"{'hashtags': [{'text': 'Hubballi', 'indices': [53, 62]}, {'text': 'FitIndiaFreedomRun', 'indices': [83, 102]}, {'text': 'fitness', 'indices': [104, 112]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/GN6UgVbyh3', 'expanded_url': 'https://twitter.com/i/web/status/1311543482083872768', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}",FALSE,Twitter for Android,,
804,1.31154E+18,10/1/2020 5:47,tourismgoi,Ministry of Tourism,Official Twitter account of Ministry of Tourism (Govt. of India),191949,"RT @MoHFW_INDIA: #IndiaFightsCorona

Maintain a good work-life balance. For psychosocial support call NIMHANS (toll free) helpline #080-461…","New Delhi, India",,,en,70,0,Sun Jan 06 16:14:33 +0000 2013,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
805,1.31154E+18,10/1/2020 5:47,RajbirS44827700,Rajbir Singh,FOB MANDI,27,"RT @BOC_MIB: #COVID19 Awareness Drive by FOB Meerut, #UttarPradesh

#IndiaFightsCorona

🎥 @adgroblko

 https://t.co/JjOUBJmPMJ",,,,en,11,0,Thu Jan 30 12:53:51 +0000 2020,"{'hashtags': [{'text': 'COVID19', 'indices': [13, 21]}, {'text': 'UttarPradesh', 'indices': [53, 66]}, {'text': 'IndiaFightsCorona', 'indices': [68, 86]}], 'symbols': [], 'user_mentions': [{'screen_name': 'BOC_MIB', 'name': 'Bureau of Outreach & Communication (BOC)', 'id': 2586283550, 'id_str': '2586283550', 'indices': [3, 11]}, {'screen_name': 'adgroblko', 'name': 'ROB LUCKNOW', 'id': 752745160199503872, 'id_str': '752745160199503872', 'indices': [90, 100]}], 'urls': [], 'media': [{'id': 1311225780278501378, 'id_str': '1311225780278501378', 'indices': [103, 126], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1311225780278501378/pu/img/vs5CQ_LcImEVkdtV.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1311225780278501378/pu/img/vs5CQ_LcImEVkdtV.jpg', 'url': 'https://t.co/JjOUBJmPMJ', 'display_url': 'pic.twitter.com/JjOUBJmPMJ', 'expanded_url': 'https://twitter.com/adgroblko/status/1311225822171127808/video/1', 'type': 'photo', 'sizes': {'large': {'w': 352, 'h': 640, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 352, 'h': 640, 'resize': 'fit'}, 'medium': {'w': 352, 'h': 640, 'resize': 'fit'}}, 'source_status_id': 1311225822171127808, 'source_status_id_str': '1311225822171127808', 'source_user_id': 752745160199503872, 'source_user_id_str': '752745160199503872'}]}",FALSE,Twitter for Android,,
806,1.31154E+18,10/1/2020 5:46,MoHFW_INDIA,Ministry of Health,"This is the official twitter account of Ministry of Health & Family Welfare, Government of India",2028603,"RT @COVIDNewsByMIB: 📢#CoronaVirusUpdates:

📍#COVID19 India Tracker
(As on 1 October, 2020, 08:00 AM)

➡️Confirmed cases: 63,12,584
➡️Recove…",Nirman Bhawan,,,en,47,0,Mon Jun 30 10:21:08 +0000 2014,"{'hashtags': [{'text': 'CoronaVirusUpdates', 'indices': [21, 40]}, {'text': 'COVID19', 'indices': [44, 52]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",TRUE,TweetDeck,,
807,1.31154E+18,10/1/2020 5:46,proshillong,"PRO Shillong, Ministry of Defence","Wing Commander Ratnakar Singh, Public Relations Officer , Min of Defence , Shillong",12793,"RT @PIBShillong: 📢#CoronaVirusUpdates:

📍#COVID19 India Tracker
(As on 1 Oct, 2020, 08:00 AM)

➡️Confirmed cases: 63,12,584
➡️Recovered: 52…","Shillong, India",,,en,1,0,Wed Mar 28 07:20:03 +0000 2018,"{'hashtags': [{'text': 'CoronaVirusUpdates', 'indices': [18, 37]}, {'text': 'COVID19', 'indices': [41, 49]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PIBShillong', 'name': 'PIB In Meghalaya', 'id': 762969396511924224, 'id_str': '762969396511924224', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
808,1.31154E+18,10/1/2020 5:46,ranjanasingh64,Ranjana Singh,STPI,100,"RT @stpiindia: As digitisation &amp; automation have become the trend of the day, business leaders should explore which processes should be aut…",,,,en,127,0,Mon Apr 11 05:00:27 +0000 2016,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'stpiindia', 'name': 'STPI', 'id': 2713937910, 'id_str': '2713937910', 'indices': [3, 13]}], 'urls': []}",FALSE,Twitter Web App,,
809,1.31154E+18,10/1/2020 5:46,Swuro_29,Swuro Naga,Naga | Wanderer | Lover of Nature |  Travelogue in Queue |,44,"RT @lindanewmai: My heartfelt thank you to everyone who supported me &amp; praying for my well being 🙏 
I’m Covid’s negative now! 
* Please sta…",,,,en,147,0,Mon Aug 24 10:31:57 +0000 2020,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lindanewmai', 'name': 'Linda Newmai', 'id': 1365252054, 'id_str': '1365252054', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
810,1.31154E+18,10/1/2020 5:45,viralvideovlogs,#StayHome,"news news news and trends

https://t.co/2ScZqTGWgG",3995,"RT @DDIndialive: India's #COVID19 recovery rate improves to 83.53%; Fatality rate declines to 1.56% &amp; more

WATCH: https://t.co/lEgfTikUl1…",കേരളം,,,en,8,0,Sat Jan 13 18:33:01 +0000 2018,"{'hashtags': [{'text': 'COVID19', 'indices': [25, 33]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DDIndialive', 'name': 'DD India', 'id': 718368960903847936, 'id_str': '718368960903847936', 'indices': [3, 15]}], 'urls': [{'url': 'https://t.co/lEgfTikUl1', 'expanded_url': 'https://youtu.be/PRxDiLxkPAY', 'display_url': 'youtu.be/PRxDiLxkPAY', 'indices': [119, 142]}]}",FALSE,Naattuvartha,,
811,1.31154E+18,10/1/2020 5:45,sushisden,Sushmita Das,Walking the tightrope of dreams and reality with head in the clouds and feet on the ground.,14,"RT @DDIndialive: India's #COVID19 recovery rate improves to 83.53%; Fatality rate declines to 1.56% &amp; more

WATCH: https://t.co/lEgfTikUl1…",,,,en,8,0,Tue Jan 10 10:14:22 +0000 2017,"{'hashtags': [{'text': 'COVID19', 'indices': [25, 33]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DDIndialive', 'name': 'DD India', 'id': 718368960903847936, 'id_str': '718368960903847936', 'indices': [3, 15]}], 'urls': [{'url': 'https://t.co/lEgfTikUl1', 'expanded_url': 'https://youtu.be/PRxDiLxkPAY', 'display_url': 'youtu.be/PRxDiLxkPAY', 'indices': [119, 142]}]}",FALSE,Twitter for Android,,
812,1.31154E+18,10/1/2020 5:44,lgBHAGATSINGHfn,LAXMAN GAUTAM ⏺️ (BhagatSingh FAN),"स्वयंसेवक Never Forget '23MARCH1931'
🚩रंग दे बसंती🚩 🇮🇳 वंदेमातरम् 🇮🇳 🙏भारत माता की जय🙏✊जय हिंद की सेना✊{working in PLI Defence}",358,"RT @PIBMumbai: #IndiaFightsCorona

From 1 to 1839 #COVID19 Testing labs

@ICMRDELHI https://t.co/Xzh7XfY9JB","Chhattisgarh, India",,,en,6,0,Sat Mar 25 18:57:10 +0000 2017,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [15, 33]}, {'text': 'COVID19', 'indices': [50, 58]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PIBMumbai', 'name': 'PIB in Maharashtra 🇮🇳', 'id': 309553876, 'id_str': '309553876', 'indices': [3, 13]}, {'screen_name': 'ICMRDELHI', 'name': 'ICMR', 'id': 2695241174, 'id_str': '2695241174', 'indices': [73, 83]}], 'urls': [], 'media': [{'id': 1311195895040368640, 'id_str': '1311195895040368640', 'indices': [84, 107], 'media_url': 'http://pbs.twimg.com/media/EjJNuDLU4AAZDSN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjJNuDLU4AAZDSN.jpg', 'url': 'https://t.co/Xzh7XfY9JB', 'display_url': 'pic.twitter.com/Xzh7XfY9JB', 'expanded_url': 'https://twitter.com/PIBMumbai/status/1311195908416000000/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'source_status_id': 1311195908416000000, 'source_status_id_str': '1311195908416000000', 'source_user_id': 309553876, 'source_user_id_str': '309553876'}]}",FALSE,Twitter for Android,,
813,1.31154E+18,10/1/2020 5:43,immunifyme,ImmunifyMe,"Paper booklets are a passe. #ImmunizationKaDigitation.
@Gavi  INFUSE innovator 2018 #vaccination Thankful to @adarpoonawalla for his support and mentorship.",835,"With #Indian govt. saying yes to the opening of cinema halls starting Oct 15.
What do you think of this move?

#COVID19  #IndiaFightsCorona",Delhi l Luxembourg I Colombo,,,en,0,0,Mon Sep 28 04:54:32 +0000 2015,"{'hashtags': [{'text': 'Indian', 'indices': [5, 12]}, {'text': 'COVID19', 'indices': [111, 119]}, {'text': 'IndiaFightsCorona', 'indices': [121, 139]}], 'symbols': [], 'user_mentions': [], 'urls': []}",FALSE,Twitter Web App,,
814,1.31154E+18,10/1/2020 5:43,ROBJammuKashmir,"Regional Outreach Bureau, J&K","Official account of Regional Outreach Bureau(J&K), M/o I&B, Government of India",1405,"RT @FOBAnantnag: #IndiaFightsCorona

Maintain a good work-life balance. For psychosocial support call NIMHANS (toll free) helpline #080-461…",Jammu And Kashmir,,,en,3,0,Thu Jan 21 11:00:23 +0000 2016,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'FOBAnantnag', 'name': 'Field Outreach Bureau,Anantnag(J&K)', 'id': 1249013369132089344, 'id_str': '1249013369132089344', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter Web App,,
815,1.31154E+18,10/1/2020 5:43,ROBJammuKashmir,"Regional Outreach Bureau, J&K","Official account of Regional Outreach Bureau(J&K), M/o I&B, Government of India",1405,"RT @FOBAnantnag: 📢#CoronaVirusUpdates:

📍#COVID19 India Tracker
(As on 1 October, 2020, 08:00 AM)
👇

#IndiaFightsCorona
#IndiaWillWin
#Stay…",Jammu And Kashmir,,,en,3,0,Thu Jan 21 11:00:23 +0000 2016,"{'hashtags': [{'text': 'CoronaVirusUpdates', 'indices': [18, 37]}, {'text': 'COVID19', 'indices': [41, 49]}, {'text': 'IndiaFightsCorona', 'indices': [101, 119]}, {'text': 'IndiaWillWin', 'indices': [120, 133]}], 'symbols': [], 'user_mentions': [{'screen_name': 'FOBAnantnag', 'name': 'Field Outreach Bureau,Anantnag(J&K)', 'id': 1249013369132089344, 'id_str': '1249013369132089344', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter Web App,,
816,1.31154E+18,10/1/2020 5:43,PIBShillong,PIB In Meghalaya,"Official Twitter account of Press Information Bureau, Government of India, Shillong, Meghalaya.",3753,"📢#CoronaVirusUpdates:

📍#COVID19 India Tracker
(As on 1 Oct, 2020, 08:00 AM)

➡️Confirmed cases: 63,12,584
➡️Recove… https://t.co/OQa2HjD53O","शिलाँग, भारत",,,en,1,1,Tue Aug 09 11:10:54 +0000 2016,"{'hashtags': [{'text': 'CoronaVirusUpdates', 'indices': [1, 20]}, {'text': 'COVID19', 'indices': [24, 32]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/OQa2HjD53O', 'expanded_url': 'https://twitter.com/i/web/status/1311542204444278785', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,Twitter for iPhone,,
